bucket_id,profile,buy_rule,sell_rule,take_profit_pct,stop_loss_pct,entries,exits,win_rate_pct,avg_return_pct,med_return_pct,best_return_pct,worst_return_pct,realized_usd,symbols,strategies,exit_reasons,status
49,g049_eod_tp20_sl50,ask-0.10,bid-0.05,20.0,-50.0,2,0,,,,,,0,"PLTR,PYPL","S173,S174",,entered_no_exit
50,g050_lim_tp20_sl50,ask-0.10,bid-0.05,20.0,-50.0,2,0,,,,,,0,"PLTR,PYPL","S173,S174",,entered_no_exit
51,g051_mid_tp20_sl50,mid,bid-0.05,20.0,-50.0,2,0,,,,,,0,"PLTR,PYPL","S173,S174",,entered_no_exit
52,g052_eod_tp20_sl50,ask-0.10,bid-0.05,20.0,-50.0,2,0,,,,,,0,"ADBE,PLTR","S173,S174",,entered_no_exit
53,g053_lim_tp20_sl50,ask-0.10,bid-0.05,20.0,-50.0,2,0,,,,,,0,ADBE,"S173,S174",,entered_no_exit
54,g054_mid_tp20_sl50,mid,bid-0.05,20.0,-50.0,2,0,,,,,,0,ADBE,"S173,S174",,entered_no_exit
55,g055_eod_tp20_sl50,ask-0.10,bid-0.05,20.0,-50.0,2,0,,,,,,0,ADBE,"S173,S174",,entered_no_exit
56,g056_lim_tp20_sl65,ask-0.10,bid-0.05,20.0,-65.0,3,1,100.0,47.73,47.73,47.73,47.73,20.52,"PLTR,PYPL","S165,S173,S174",take_profit (+47.7%),closed
57,g057_mid_tp20_sl65,mid,bid-0.05,20.0,-65.0,3,1,100.0,47.73,47.73,47.73,47.73,20.52,"PLTR,PYPL","S165,S173,S174",take_profit (+47.7%),closed
58,g058_eod_tp20_sl65,ask-0.10,bid-0.05,20.0,-65.0,3,1,100.0,59.09,59.09,59.09,59.09,25.41,"PLTR,PYPL","S165,S173,S174",EOD,closed
59,g059_lim_tp20_sl65,ask-0.10,bid-0.05,20.0,-65.0,2,0,,,,,,0,"ADBE,PLTR","S173,S174",,entered_no_exit
60,g060_mid_tp20_sl65,mid,bid-0.05,20.0,-65.0,2,0,,,,,,0,"ADBE,PLTR","S173,S174",,entered_no_exit
61,g061_eod_tp20_sl65,ask-0.10,bid-0.05,20.0,-65.0,2,0,,,,,,0,"ADBE,PLTR","S173,S174",,entered_no_exit
62,g062_lim_tp20_sl65,ask-0.10,bid-0.05,20.0,-65.0,2,0,,,,,,0,"ADBE,PLTR","S173,S174",,entered_no_exit
63,g063_mid_tp20_sl65,mid,bid-0.05,20.0,-65.0,2,1,100.0,23.29,23.29,23.29,23.29,18.63,"ADBE,PLTR","S173,S174",take_profit (+23.3%),closed
64,g064_eod_tp20_sl65,ask-0.10,bid-0.05,20.0,-65.0,2,1,100.0,34.25,34.25,34.25,34.25,27.4,"ADBE,PLTR","S173,S174",EOD,closed
65,g065_lim_tp20_sl65,ask-0.10,bid-0.05,20.0,-65.0,2,1,100.0,23.29,23.29,23.29,23.29,18.63,ADBE,"S173,S174",take_profit (+23.3%),closed
66,g066_mid_tp20_sl65,mid,bid-0.05,20.0,-65.0,2,1,100.0,23.29,23.29,23.29,23.29,18.63,ADBE,"S173,S174",take_profit (+23.3%),closed
67,g067_eod_tp20_sl65,ask-0.10,bid-0.05,20.0,-65.0,2,1,100.0,34.25,34.25,34.25,34.25,27.4,ADBE,"S173,S174",EOD,closed
68,g068_lim_tp30_sl20,ask-0.10,bid-0.05,30.0,-20.0,2,0,,,,,,0,"PLTR,PYPL","S173,S174",,entered_no_exit
69,g069_mid_tp30_sl20,mid,bid-0.05,30.0,-20.0,2,0,,,,,,0,"PLTR,PYPL","S173,S174",,entered_no_exit
70,g070_eod_tp30_sl20,ask-0.10,bid-0.05,30.0,-20.0,3,1,100.0,59.09,59.09,59.09,59.09,27.77,"PLTR,PYPL","S165,S173,S174",EOD,closed
71,g071_lim_tp30_sl20,ask-0.10,bid-0.05,30.0,-20.0,2,1,100.0,36.51,36.51,36.51,36.51,23.73,"PLTR,PYPL","S173,S174",take_profit (+36.5%),closed
72,g072_mid_tp30_sl20,mid,bid-0.05,30.0,-20.0,2,1,100.0,36.51,36.51,36.51,36.51,23.73,"PLTR,PYPL","S173,S174",take_profit (+36.5%),closed
73,g073_eod_tp30_sl20,ask-0.10,bid-0.05,30.0,-20.0,2,1,100.0,55.56,55.56,55.56,55.56,36.11,"PLTR,PYPL","S173,S174",EOD,closed
74,g074_lim_tp30_sl20,ask-0.10,bid-0.05,30.0,-20.0,2,1,100.0,36.51,36.51,36.51,36.51,23.73,"PLTR,PYPL","S173,S174",take_profit (+36.5%),closed
75,g075_mid_tp30_sl20,mid,bid-0.05,30.0,-20.0,2,1,100.0,36.51,36.51,36.51,36.51,23.73,"PLTR,PYPL","S173,S174",take_profit (+36.5%),closed
76,g076_eod_tp30_sl20,ask-0.10,bid-0.05,30.0,-20.0,2,1,100.0,34.25,34.25,34.25,34.25,27.4,"ADBE,PLTR","S173,S174",EOD,closed
77,g077_lim_tp30_sl20,ask-0.10,bid-0.05,30.0,-20.0,2,1,0.0,-23.29,-23.29,-23.29,-23.29,-18.63,"ADBE,PLTR","S173,S174",stop_loss (-23.3%),closed
78,g078_mid_tp30_sl20,mid,bid-0.05,30.0,-20.0,2,1,0.0,-23.29,-23.29,-23.29,-23.29,-18.63,"ADBE,PLTR","S173,S174",stop_loss (-23.3%),closed
79,g079_eod_tp30_sl20,ask-0.10,bid-0.05,30.0,-20.0,2,1,100.0,34.25,34.25,34.25,34.25,27.4,"ADBE,PLTR","S173,S174",EOD,closed
80,g080_lim_tp30_sl30,ask-0.10,bid-0.05,30.0,-30.0,2,1,100.0,36.51,36.51,36.51,36.51,23.73,"PLTR,PYPL","S173,S174",take_profit (+36.5%),closed
81,g081_mid_tp30_sl30,mid,bid-0.05,30.0,-30.0,2,1,100.0,36.51,36.51,36.51,36.51,23.73,"PLTR,PYPL","S173,S174",take_profit (+36.5%),closed
82,g082_eod_tp30_sl30,ask-0.10,bid-0.05,30.0,-30.0,2,1,100.0,55.56,55.56,55.56,55.56,36.11,"PLTR,PYPL","S173,S174",EOD,closed
83,g083_lim_tp30_sl30,ask-0.10,bid-0.05,30.0,-30.0,2,1,100.0,30.14,30.14,30.14,30.14,24.11,"ADBE,PLTR","S173,S174",take_profit (+30.1%),closed
84,g084_mid_tp30_sl30,mid,bid-0.05,30.0,-30.0,2,1,100.0,30.14,30.14,30.14,30.14,24.11,"ADBE,PLTR","S173,S174",take_profit (+30.1%),closed
85,g085_eod_tp30_sl30,ask-0.10,bid-0.05,30.0,-30.0,2,1,100.0,34.25,34.25,34.25,34.25,27.4,"ADBE,PLTR","S173,S174",EOD,closed
86,g086_lim_tp30_sl30,ask-0.10,bid-0.05,30.0,-30.0,2,1,100.0,30.14,30.14,30.14,30.14,24.11,"ADBE,PLTR","S173,S174",take_profit (+30.1%),closed
87,g087_mid_tp30_sl30,mid,bid-0.05,30.0,-30.0,2,1,100.0,30.14,30.14,30.14,30.14,24.11,"ADBE,PLTR","S173,S174",take_profit (+30.1%),closed
88,g088_eod_tp30_sl30,ask-0.10,bid-0.05,30.0,-30.0,2,2,100.0,35.97,35.97,37.69,34.25,65.09,"ADBE,PLTR","S173,S174",EOD; EOD,closed
89,g089_lim_tp30_sl30,ask-0.10,bid-0.05,30.0,-30.0,2,1,100.0,30.14,30.14,30.14,30.14,24.11,ADBE,"S173,S174",take_profit (+30.1%),closed
90,g090_mid_tp30_sl30,mid,bid-0.05,30.0,-30.0,2,1,100.0,30.14,30.14,30.14,30.14,24.11,ADBE,"S173,S174",take_profit (+30.1%),closed
91,g091_eod_tp30_sl30,ask-0.10,bid-0.05,30.0,-30.0,2,2,50.0,19.85,19.85,55.56,-15.87,25.0,"ADBE,PYPL","S173,S174",EOD; EOD,closed
92,g092_lim_tp30_sl40,ask-0.10,bid-0.05,30.0,-40.0,2,2,100.0,53.64,53.64,70.78,36.51,94.51,"PLTR,PYPL","S173,S174",take_profit (+36.5%); take_profit (+70.8%),closed
93,g093_mid_tp30_sl40,mid,bid-0.05,30.0,-40.0,2,2,100.0,53.64,53.64,70.78,36.51,94.51,"PLTR,PYPL","S173,S174",take_profit (+36.5%); take_profit (+70.8%),closed
94,g094_eod_tp30_sl40,ask-0.10,bid-0.05,30.0,-40.0,2,2,100.0,46.62,46.62,55.56,37.69,73.8,"PLTR,PYPL","S173,S174",EOD; EOD,closed
95,g095_lim_tp30_sl40,ask-0.10,bid-0.05,30.0,-40.0,2,2,100.0,50.46,50.46,70.78,30.14,94.89,"ADBE,PLTR","S173,S174",take_profit (+70.8%); take_profit (+30.1%),closed
96,g096_mid_tp30_sl40,mid,bid-0.05,30.0,-40.0,2,2,100.0,50.46,50.46,70.78,30.14,94.89,"ADBE,PLTR","S173,S174",take_profit (+70.8%); take_profit (+30.1%),closed
97,g097_eod_tp30_sl40,ask-0.10,bid-0.05,30.0,-40.0,2,2,100.0,35.97,35.97,37.69,34.25,65.09,"ADBE,PLTR","S173,S174",EOD; EOD,closed
98,g098_lim_tp30_sl40,ask-0.10,bid-0.05,30.0,-40.0,2,2,100.0,50.46,50.46,70.78,30.14,94.89,"ADBE,PLTR","S173,S174",take_profit (+70.8%); take_profit (+30.1%),closed
99,g099_mid_tp30_sl40,mid,bid-0.05,30.0,-40.0,2,2,100.0,50.46,50.46,70.78,30.14,94.89,"ADBE,PLTR","S173,S174",take_profit (+70.8%); take_profit (+30.1%),closed
